,speed,accel,hand,
"('cat peach', '300sl roadster', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('cat peach', '300sl roadster', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('peach', 'comet', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('peach', 'comet', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('toonooki mar', 'comet', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('toonooki mar', 'comet', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('peach', 'W25 silver arrow', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('peach', 'W25 silver arrow', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('toonooki mar', 'W25 silver arrow', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('toonooki mar', 'W25 silver arrow', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('luigi', 'landship', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('luigi', 'landship', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('peach', 'landship', 'monster', 'Super Glider*')",0.75,-0.25,0.25,N
"('peach', 'landship', 'monster', 'Wario*')",0.75,-0.25,0.25,N
"('toonooki mar', 'landship', 'monster', 'Super Glider*')",0.75,-0.25,0.25,N
"('toonooki mar', 'landship', 'monster', 'Wario*')",0.75,-0.25,0.25,N
"('mario', 'pipe frame', 'monster', 'Clouds*')",0.75,-0.25,0.25,N
"('mario', 'pipe frame', 'monster', 'Peach Parasol*')",0.75,-0.25,0.25,N
"('mario', 'biddybuggy', 'monster', 'Super Glider*')",0.75,-0.25,0.25,N
"('mario', 'biddybuggy', 'monster', 'Wario*')",0.75,-0.25,0.25,N
"('toadette', 'splat buggy', 'monster', 'Clouds*')",1,-0.25,0.25,N
"('toadette', 'splat buggy', 'monster', 'Peach Parasol*')",1,-0.25,0.25,N
"('toadette', 'mach8', 'monster', 'Clouds*')",1.25,-0.25,0.25,N
"('toadette', 'mach8', 'monster', 'Peach Parasol*')",1.25,-0.25,0.25,N
"('waluigi', 'comet', 'standard', 'Super Glider*')",-0.5,0,0.25,
"('waluigi', 'comet', 'standard', 'Wario*')",-0.5,0,0.25,
"('waluigi', 'W25 silver arrow', 'standard', 'Super Glider*')",-0.5,0,0.25,
"('waluigi', 'W25 silver arrow', 'standard', 'Wario*')",-0.5,0,0.25,
"('wario', 'pipe frame', 'standard', 'Super Glider*')",-0.5,0,0.25,
"('wario', 'pipe frame', 'standard', 'Wario*')",-0.5,0,0.25,
"('waluigi', 'sport bike', 'roller', 'Clouds*')",-0.25,0,0.25,N
"('waluigi', 'sport bike', 'roller', 'Peach Parasol*')",-0.25,0,0.25,N
"('waluigi', 'sneeker', 'roller', 'Clouds*')",-0.25,0,0.25,N
"('waluigi', 'sneeker', 'roller', 'Peach Parasol*')",-0.25,0,0.25,N
"('metal mario', 'splat buggy', 'roller', 'Super Glider*')",-0.25,0,0.25,N
"('metal mario', 'splat buggy', 'roller', 'Wario*')",-0.25,0,0.25,N
"('metal mario', '300sl roadster', 'standard', 'Clouds*')",-0.25,0,0.25,N
"('metal mario', '300sl roadster', 'standard', 'Peach Parasol*')",-0.25,0,0.25,N
"('metal mario', '300sl roadster', 'button', 'Super Glider*')",-0.25,0,0.25,N
"('metal mario', '300sl roadster', 'button', 'Wario*')",-0.25,0,0.25,N
"('metal mario', 'pipe frame', 'off road', 'Super Glider*')",-0.25,0,0.25,N
"('metal mario', 'pipe frame', 'off road', 'Wario*')",-0.25,0,0.25,N
"('waluigi', 'biddybuggy', 'Slick', 'Clouds*')",-0.25,0,0.25,N
"('waluigi', 'biddybuggy', 'Slick', 'Peach Parasol*')",-0.25,0,0.25,N
"('bowser', 'biddybuggy', 'slim', 'Clouds*')",-0.25,0,0.25,N
"('bowser', 'biddybuggy', 'slim', 'Peach Parasol*')",-0.25,0,0.25,N
"('cat peach', 'splat buggy', 'off road', 'Super Glider*')",0,0,0.25,N
"('cat peach', 'splat buggy', 'off road', 'Wario*')",0,0,0.25,N
"('mario', 'splat buggy', 'standard', 'Clouds*')",0,0,0.25,N
"('mario', 'splat buggy', 'standard', 'Peach Parasol*')",0,0,0.25,N
"('mario', 'splat buggy', 'button', 'Super Glider*')",0,0,0.25,N
"('mario', 'splat buggy', 'button', 'Wario*')",0,0,0.25,N
"('rosalina', 'splat buggy', 'roller', 'Super Glider*')",0,0,0.25,N
"('rosalina', 'splat buggy', 'roller', 'Wario*')",0,0,0.25,N
"('metal mario', 'mach8', 'roller', 'Super Glider*')",0,0,0.25,N
"('metal mario', 'mach8', 'roller', 'Wario*')",0,0,0.25,N
"('luigi', '300sl roadster', 'off road', 'Clouds*')",0,0,0.25,N
"('luigi', '300sl roadster', 'off road', 'Peach Parasol*')",0,0,0.25,N
"('peach', '300sl roadster', 'off road', 'Super Glider*')",0,0,0.25,N
"('peach', '300sl roadster', 'off road', 'Wario*')",0,0,0.25,N
"('toonooki mar', '300sl roadster', 'off road', 'Super Glider*')",0,0,0.25,N
"('toonooki mar', '300sl roadster', 'off road', 'Wario*')",0,0,0.25,N
"('rosalina', '300sl roadster', 'standard', 'Clouds*')",0,0,0.25,N
"('rosalina', '300sl roadster', 'standard', 'Peach Parasol*')",0,0,0.25,N
"('rosalina', '300sl roadster', 'button', 'Super Glider*')",0,0,0.25,N
"('rosalina', '300sl roadster', 'button', 'Wario*')",0,0,0.25,N
"('mario', 'comet', 'off road', 'Super Glider*')",0,0,0.25,N
"('mario', 'comet', 'off road', 'Wario*')",0,0,0.25,N
"('metal mario', 'comet', 'sponge', 'Super Glider*')",0,0,0.25,N
"('metal mario', 'comet', 'sponge', 'Wario*')",0,0,0.25,N
"('mario', 'W25 silver arrow', 'off road', 'Super Glider*')",0,0,0.25,N
"('mario', 'W25 silver arrow', 'off road', 'Wario*')",0,0,0.25,N
"('metal mario', 'W25 silver arrow', 'sponge', 'Super Glider*')",0,0,0.25,N
"('metal mario', 'W25 silver arrow', 'sponge', 'Wario*')",0,0,0.25,N
"('rosalina', 'pipe frame', 'off road', 'Super Glider*')",0,0,0.25,N
"('rosalina', 'pipe frame', 'off road', 'Wario*')",0,0,0.25,N
"('peach', 'circuit soecial', 'button', 'Clouds*')",0.25,0,0.25,N
"('peach', 'circuit soecial', 'button', 'Peach Parasol*')",0.25,0,0.25,N
"('toonooki mar', 'circuit soecial', 'button', 'Clouds*')",0.25,0,0.25,N
"('toonooki mar', 'circuit soecial', 'button', 'Peach Parasol*')",0.25,0,0.25,N
"('mario', 'circuit soecial', 'roller', 'Clouds*')",0.25,0,0.25,N
"('mario', 'circuit soecial', 'roller', 'Peach Parasol*')",0.25,0,0.25,N
"('luigi', 'splat buggy', 'sponge', 'Clouds*')",0.25,0,0.25,N
"('luigi', 'splat buggy', 'sponge', 'Peach Parasol*')",0.25,0,0.25,N
"('peach', 'splat buggy', 'sponge', 'Super Glider*')",0.25,0,0.25,N
"('peach', 'splat buggy', 'sponge', 'Wario*')",0.25,0,0.25,N
"('toonooki mar', 'splat buggy', 'sponge', 'Super Glider*')",0.25,0,0.25,N
"('toonooki mar', 'splat buggy', 'sponge', 'Wario*')",0.25,0,0.25,N
"('cat peach', 'mach8', 'off road', 'Super Glider*')",0.25,0,0.25,N
"('cat peach', 'mach8', 'off road', 'Wario*')",0.25,0,0.25,N
"('mario', 'mach8', 'standard', 'Clouds*')",0.25,0,0.25,N
"('mario', 'mach8', 'standard', 'Peach Parasol*')",0.25,0,0.25,N
"('mario', 'mach8', 'button', 'Super Glider*')",0.25,0,0.25,N
"('mario', 'mach8', 'button', 'Wario*')",0.25,0,0.25,N
"('rosalina', 'mach8', 'roller', 'Super Glider*')",0.25,0,0.25,N
"('rosalina', 'mach8', 'roller', 'Wario*')",0.25,0,0.25,N
"('mario', '300sl roadster', 'sponge', 'Super Glider*')",0.25,0,0.25,N
"('mario', '300sl roadster', 'sponge', 'Wario*')",0.25,0,0.25,N
"('rosalina', 'comet', 'sponge', 'Super Glider*')",0.25,0,0.25,N
"('rosalina', 'comet', 'sponge', 'Wario*')",0.25,0,0.25,N
"('rosalina', 'W25 silver arrow', 'sponge', 'Super Glider*')",0.25,0,0.25,N
"('rosalina', 'W25 silver arrow', 'sponge', 'Wario*')",0.25,0,0.25,N
"('toadette', 'circuit soecial', 'off road', 'Clouds*')",0.5,0,0.25,N
"('toadette', 'circuit soecial', 'off road', 'Peach Parasol*')",0.5,0,0.25,N
"('cat peach', 'circuit soecial', 'sponge', 'Clouds*')",0.5,0,0.25,N
"('cat peach', 'circuit soecial', 'sponge', 'Peach Parasol*')",0.5,0,0.25,N
"('cat peach', 'GLA', 'button', 'Clouds*')",0.5,0,0.25,N
"('cat peach', 'GLA', 'button', 'Peach Parasol*')",0.5,0,0.25,N
"('peach', 'GLA', 'roller', 'Clouds*')",0.5,0,0.25,N
"('peach', 'GLA', 'roller', 'Peach Parasol*')",0.5,0,0.25,N
"('toonooki mar', 'GLA', 'roller', 'Clouds*')",0.5,0,0.25,N
"('toonooki mar', 'GLA', 'roller', 'Peach Parasol*')",0.5,0,0.25,N
"('peach', 'steal driver', 'button', 'Clouds*')",0.5,0,0.25,N
"('peach', 'steal driver', 'button', 'Peach Parasol*')",0.5,0,0.25,N
"('toonooki mar', 'steal driver', 'button', 'Clouds*')",0.5,0,0.25,N
"('toonooki mar', 'steal driver', 'button', 'Peach Parasol*')",0.5,0,0.25,N
"('mario', 'steal driver', 'roller', 'Clouds*')",0.5,0,0.25,N
"('mario', 'steal driver', 'roller', 'Peach Parasol*')",0.5,0,0.25,N
"('luigi', 'mach8', 'sponge', 'Clouds*')",0.5,0,0.25,N
"('luigi', 'mach8', 'sponge', 'Peach Parasol*')",0.5,0,0.25,N
"('peach', 'mach8', 'sponge', 'Super Glider*')",0.5,0,0.25,N
"('peach', 'mach8', 'sponge', 'Wario*')",0.5,0,0.25,N
"('toonooki mar', 'mach8', 'sponge', 'Super Glider*')",0.5,0,0.25,N
"('toonooki mar', 'mach8', 'sponge', 'Wario*')",0.5,0,0.25,N
"('cat peach', '300sl roadster', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('cat peach', '300sl roadster', 'monster', 'Wario*')",0.5,0,0.25,N
"('luigi', 'comet', 'monster', 'Clouds*')",0.5,0,0.25,N
"('luigi', 'comet', 'monster', 'Peach Parasol*')",0.5,0,0.25,N
"('peach', 'comet', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('peach', 'comet', 'monster', 'Wario*')",0.5,0,0.25,N
"('toonooki mar', 'comet', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('toonooki mar', 'comet', 'monster', 'Wario*')",0.5,0,0.25,N
"('luigi', 'W25 silver arrow', 'monster', 'Clouds*')",0.5,0,0.25,N
"('luigi', 'W25 silver arrow', 'monster', 'Peach Parasol*')",0.5,0,0.25,N
"('peach', 'W25 silver arrow', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('peach', 'W25 silver arrow', 'monster', 'Wario*')",0.5,0,0.25,N
"('toonooki mar', 'W25 silver arrow', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('toonooki mar', 'W25 silver arrow', 'monster', 'Wario*')",0.5,0,0.25,N
"('luigi', 'landship', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('luigi', 'landship', 'monster', 'Wario*')",0.5,0,0.25,N
"('mario', 'pipe frame', 'monster', 'Super Glider*')",0.5,0,0.25,N
"('mario', 'pipe frame', 'monster', 'Wario*')",0.5,0,0.25,N
"('toad', 'splat buggy', 'monster', 'Clouds*')",0.75,0,0.25,N
"('toad', 'splat buggy', 'monster', 'Peach Parasol*')",0.75,0,0.25,N
"('toadette', 'splat buggy', 'monster', 'Super Glider*')",0.75,0,0.25,N
"('toadette', 'splat buggy', 'monster', 'Wario*')",0.75,0,0.25,N
"('toadette', 'steal driver', 'off road', 'Clouds*')",0.75,0,0.25,N
"('toadette', 'steal driver', 'off road', 'Peach Parasol*')",0.75,0,0.25,N
"('cat peach', 'steal driver', 'sponge', 'Clouds*')",0.75,0,0.25,N
"('cat peach', 'steal driver', 'sponge', 'Peach Parasol*')",0.75,0,0.25,N
"('toadette', 'GLA', 'sponge', 'Clouds*')",1,0,0.25,N
"('toadette', 'GLA', 'sponge', 'Peach Parasol*')",1,0,0.25,N
"('toad', 'mach8', 'monster', 'Clouds*')",1,0,0.25,N
"('toad', 'mach8', 'monster', 'Peach Parasol*')",1,0,0.25,N
"('toadette', 'mach8', 'monster', 'Super Glider*')",1,0,0.25,N
"('toadette', 'mach8', 'monster', 'Wario*')",1,0,0.25,N
"('waluigi', 'sport bike', 'roller', 'Super Glider*')",-0.5,0.25,0.25,
"('waluigi', 'sport bike', 'roller', 'Wario*')",-0.5,0.25,0.25,
"('waluigi', 'sneeker', 'roller', 'Super Glider*')",-0.5,0.25,0.25,
"('waluigi', 'sneeker', 'roller', 'Wario*')",-0.5,0.25,0.25,
"('metal mario', '300sl roadster', 'standard', 'Super Glider*')",-0.5,0.25,0.25,
"('metal mario', '300sl roadster', 'standard', 'Wario*')",-0.5,0.25,0.25,
"('wario', 'landship', 'slim', 'Clouds*')",-0.5,0.25,0.25,
"('wario', 'landship', 'slim', 'Peach Parasol*')",-0.5,0.25,0.25,
"('waluigi', 'pipe frame', 'Slick', 'Clouds*')",-0.5,0.25,0.25,
"('waluigi', 'pipe frame', 'Slick', 'Peach Parasol*')",-0.5,0.25,0.25,
"('bowser', 'pipe frame', 'slim', 'Clouds*')",-0.5,0.25,0.25,
"('bowser', 'pipe frame', 'slim', 'Peach Parasol*')",-0.5,0.25,0.25,
"('waluigi', 'biddybuggy', 'Slick', 'Super Glider*')",-0.5,0.25,0.25,
"('waluigi', 'biddybuggy', 'Slick', 'Wario*')",-0.5,0.25,0.25,
"('bowser', 'biddybuggy', 'slim', 'Super Glider*')",-0.5,0.25,0.25,
"('bowser', 'biddybuggy', 'slim', 'Wario*')",-0.5,0.25,0.25,
"('metal mario', 'sport bike', 'button', 'Clouds*')",-0.25,0.25,0.25,N
"('metal mario', 'sport bike', 'button', 'Peach Parasol*')",-0.25,0.25,0.25,N
"('metal mario', 'sneeker', 'button', 'Clouds*')",-0.25,0.25,0.25,N
"('metal mario', 'sneeker', 'button', 'Peach Parasol*')",-0.25,0.25,0.25,N
"('mario', 'splat buggy', 'standard', 'Super Glider*')",-0.25,0.25,0.25,N
"('mario', 'splat buggy', 'standard', 'Wario*')",-0.25,0.25,0.25,N
"('luigi', '300sl roadster', 'off road', 'Super Glider*')",-0.25,0.25,0.25,N
"('luigi', '300sl roadster', 'off road', 'Wario*')",-0.25,0.25,0.25,N
"('rosalina', '300sl roadster', 'standard', 'Super Glider*')",-0.25,0.25,0.25,N
"('rosalina', '300sl roadster', 'standard', 'Wario*')",-0.25,0.25,0.25,N
"('metal mario', 'landship', 'Slick', 'Clouds*')",-0.25,0.25,0.25,N
"('metal mario', 'landship', 'Slick', 'Peach Parasol*')",-0.25,0.25,0.25,N
"('waluigi', 'biddybuggy', 'Metal', 'Clouds*')",-0.25,0.25,0.25,N
"('waluigi', 'biddybuggy', 'Metal', 'Peach Parasol*')",-0.25,0.25,0.25,N
"('peach', 'circuit soecial', 'standard', 'Clouds*')",0,0.25,0.25,N
"('peach', 'circuit soecial', 'standard', 'Peach Parasol*')",0,0.25,0.25,N
"('toonooki mar', 'circuit soecial', 'standard', 'Clouds*')",0,0.25,0.25,N
"('toonooki mar', 'circuit soecial', 'standard', 'Peach Parasol*')",0,0.25,0.25,N
"('luigi', 'circuit soecial', 'button', 'Clouds*')",0,0.25,0.25,N
"('luigi', 'circuit soecial', 'button', 'Peach Parasol*')",0,0.25,0.25,N
"('peach', 'circuit soecial', 'button', 'Super Glider*')",0,0.25,0.25,N
"('peach', 'circuit soecial', 'button', 'Wario*')",0,0.25,0.25,N
"('toonooki mar', 'circuit soecial', 'button', 'Super Glider*')",0,0.25,0.25,N
"('toonooki mar', 'circuit soecial', 'button', 'Wario*')",0,0.25,0.25,N
"('mario', 'circuit soecial', 'roller', 'Super Glider*')",0,0.25,0.25,N
"('mario', 'circuit soecial', 'roller', 'Wario*')",0,0.25,0.25,N
"('peach', 'sport bike', 'off road', 'Clouds*')",0,0.25,0.25,N
"('peach', 'sport bike', 'off road', 'Peach Parasol*')",0,0.25,0.25,N
"('toonooki mar', 'sport bike', 'off road', 'Clouds*')",0,0.25,0.25,N
"('toonooki mar', 'sport bike', 'off road', 'Peach Parasol*')",0,0.25,0.25,N
"('rosalina', 'sport bike', 'button', 'Clouds*')",0,0.25,0.25,N
"('rosalina', 'sport bike', 'button', 'Peach Parasol*')",0,0.25,0.25,N
"('peach', 'sneeker', 'off road', 'Clouds*')",0,0.25,0.25,N
"('peach', 'sneeker', 'off road', 'Peach Parasol*')",0,0.25,0.25,N
"('toonooki mar', 'sneeker', 'off road', 'Clouds*')",0,0.25,0.25,N
"('toonooki mar', 'sneeker', 'off road', 'Peach Parasol*')",0,0.25,0.25,N
"('rosalina', 'sneeker', 'button', 'Clouds*')",0,0.25,0.25,N
"('rosalina', 'sneeker', 'button', 'Peach Parasol*')",0,0.25,0.25,N
"('luigi', 'splat buggy', 'sponge', 'Super Glider*')",0,0.25,0.25,N
"('luigi', 'splat buggy', 'sponge', 'Wario*')",0,0.25,0.25,N
"('mario', 'mach8', 'standard', 'Super Glider*')",0,0.25,0.25,N
"('mario', 'mach8', 'standard', 'Wario*')",0,0.25,0.25,N
"('waluigi', 'koopa clown', 'button', 'Clouds*')",0,0.25,0.25,N
"('waluigi', 'koopa clown', 'button', 'Peach Parasol*')",0,0.25,0.25,N
"('wario', 'koopa clown', 'roller', 'Clouds*')",0,0.25,0.25,N
"('wario', 'koopa clown', 'roller', 'Peach Parasol*')",0,0.25,0.25,N
"('rosalina', 'landship', 'Slick', 'Clouds*')",0,0.25,0.25,N
"('rosalina', 'landship', 'Slick', 'Peach Parasol*')",0,0.25,0.25,N
"('toad', 'circuit soecial', 'off road', 'Clouds*')",0.25,0.25,0.25,N
"('toad', 'circuit soecial', 'off road', 'Peach Parasol*')",0.25,0.25,0.25,N
"('toadette', 'circuit soecial', 'off road', 'Super Glider*')",0.25,0.25,0.25,N
"('toadette', 'circuit soecial', 'off road', 'Wario*')",0.25,0.25,0.25,N
"('cat peach', 'circuit soecial', 'sponge', 'Super Glider*')",0.25,0.25,0.25,N
"('cat peach', 'circuit soecial', 'sponge', 'Wario*')",0.25,0.25,0.25,N
"('cat peach', 'GLA', 'standard', 'Clouds*')",0.25,0.25,0.25,N
"('cat peach', 'GLA', 'standard', 'Peach Parasol*')",0.25,0.25,0.25,N
"('cat peach', 'GLA', 'button', 'Super Glider*')",0.25,0.25,0.25,N
"('cat peach', 'GLA', 'button', 'Wario*')",0.25,0.25,0.25,N
"('luigi', 'GLA', 'roller', 'Clouds*')",0.25,0.25,0.25,N
"('luigi', 'GLA', 'roller', 'Peach Parasol*')",0.25,0.25,0.25,N
"('peach', 'GLA', 'roller', 'Super Glider*')",0.25,0.25,0.25,N
"('peach', 'GLA', 'roller', 'Wario*')",0.25,0.25,0.25,N
"('toonooki mar', 'GLA', 'roller', 'Super Glider*')",0.25,0.25,0.25,N
"('toonooki mar', 'GLA', 'roller', 'Wario*')",0.25,0.25,0.25,N
"('mario', 'sport bike', 'sponge', 'Clouds*')",0.25,0.25,0.25,N
"('mario', 'sport bike', 'sponge', 'Peach Parasol*')",0.25,0.25,0.25,N
"('mario', 'sneeker', 'sponge', 'Clouds*')",0.25,0.25,0.25,N
"('mario', 'sneeker', 'sponge', 'Peach Parasol*')",0.25,0.25,0.25,N
"('peach', 'steal driver', 'standard', 'Clouds*')",0.25,0.25,0.25,N
"('peach', 'steal driver', 'standard', 'Peach Parasol*')",0.25,0.25,0.25,N
"('toonooki mar', 'steal driver', 'standard', 'Clouds*')",0.25,0.25,0.25,N
"('toonooki mar', 'steal driver', 'standard', 'Peach Parasol*')",0.25,0.25,0.25,N
"('luigi', 'steal driver', 'button', 'Clouds*')",0.25,0.25,0.25,N
"('luigi', 'steal driver', 'button', 'Peach Parasol*')",0.25,0.25,0.25,N
"('peach', 'steal driver', 'button', 'Super Glider*')",0.25,0.25,0.25,N
"('peach', 'steal driver', 'button', 'Wario*')",0.25,0.25,0.25,N
"('toonooki mar', 'steal driver', 'button', 'Super Glider*')",0.25,0.25,0.25,N
"('toonooki mar', 'steal driver', 'button', 'Wario*')",0.25,0.25,0.25,N
"('mario', 'steal driver', 'roller', 'Super Glider*')",0.25,0.25,0.25,N
"('mario', 'steal driver', 'roller', 'Wario*')",0.25,0.25,0.25,N
"('luigi', 'mach8', 'sponge', 'Super Glider*')",0.25,0.25,0.25,N
"('luigi', 'mach8', 'sponge', 'Wario*')",0.25,0.25,0.25,N
"('luigi', 'comet', 'monster', 'Super Glider*')",0.25,0.25,0.25,N
"('luigi', 'comet', 'monster', 'Wario*')",0.25,0.25,0.25,N
"('luigi', 'W25 silver arrow', 'monster', 'Super Glider*')",0.25,0.25,0.25,N
"('luigi', 'W25 silver arrow', 'monster', 'Wario*')",0.25,0.25,0.25,N
"('cat peach', 'sport bike', 'monster', 'Clouds*')",0.5,0.25,0.25,N
"('cat peach', 'sport bike', 'monster', 'Peach Parasol*')",0.5,0.25,0.25,N
"('cat peach', 'sneeker', 'monster', 'Clouds*')",0.5,0.25,0.25,N
"('cat peach', 'sneeker', 'monster', 'Peach Parasol*')",0.5,0.25,0.25,N
"('toad', 'splat buggy', 'monster', 'Super Glider*')",0.5,0.25,0.25,N
"('toad', 'splat buggy', 'monster', 'Wario*')",0.5,0.25,0.25,N
"('toad', 'steal driver', 'off road', 'Clouds*')",0.5,0.25,0.25,N
"('toad', 'steal driver', 'off road', 'Peach Parasol*')",0.5,0.25,0.25,N
"('toadette', 'steal driver', 'off road', 'Super Glider*')",0.5,0.25,0.25,N
"('toadette', 'steal driver', 'off road', 'Wario*')",0.5,0.25,0.25,N
"('cat peach', 'steal driver', 'sponge', 'Super Glider*')",0.5,0.25,0.25,N
"('cat peach', 'steal driver', 'sponge', 'Wario*')",0.5,0.25,0.25,N
"('baby mario', 'GLA', 'off road', 'Clouds*')",0.75,0.25,0.25,N
"('baby mario', 'GLA', 'off road', 'Peach Parasol*')",0.75,0.25,0.25,N
"('toad', 'GLA', 'sponge', 'Clouds*')",0.75,0.25,0.25,N
"('toad', 'GLA', 'sponge', 'Peach Parasol*')",0.75,0.25,0.25,N
"('toadette', 'GLA', 'sponge', 'Super Glider*')",0.75,0.25,0.25,N
"('toadette', 'GLA', 'sponge', 'Wario*')",0.75,0.25,0.25,N
"('toad', 'mach8', 'monster', 'Super Glider*')",0.75,0.25,0.25,N
"('toad', 'mach8', 'monster', 'Wario*')",0.75,0.25,0.25,N
"('baby mario', 'circuit soecial', 'monster', 'Clouds*')",1,0.25,0.25,N
"('baby mario', 'circuit soecial', 'monster', 'Peach Parasol*')",1,0.25,0.25,N
"('baby mario', 'steal driver', 'monster', 'Clouds*')",1.25,0.25,0.25,N
"('baby mario', 'steal driver', 'monster', 'Peach Parasol*')",1.25,0.25,0.25,N
"('waluigi', '300sl roadster', 'slim', 'Clouds*')",-0.75,0.5,0.25,
"('waluigi', '300sl roadster', 'slim', 'Peach Parasol*')",-0.75,0.5,0.25,
"('wario', 'comet', 'slim', 'Clouds*')",-0.75,0.5,0.25,
"('wario', 'comet', 'slim', 'Peach Parasol*')",-0.75,0.5,0.25,
"('wario', 'W25 silver arrow', 'slim', 'Clouds*')",-0.75,0.5,0.25,
"('wario', 'W25 silver arrow', 'slim', 'Peach Parasol*')",-0.75,0.5,0.25,
"('wario', 'landship', 'slim', 'Super Glider*')",-0.75,0.5,0.25,
"('wario', 'landship', 'slim', 'Wario*')",-0.75,0.5,0.25,
"('waluigi', 'pipe frame', 'Slick', 'Super Glider*')",-0.75,0.5,0.25,
"('waluigi', 'pipe frame', 'Slick', 'Wario*')",-0.75,0.5,0.25,
"('bowser', 'pipe frame', 'slim', 'Super Glider*')",-0.75,0.5,0.25,
"('bowser', 'pipe frame', 'slim', 'Wario*')",-0.75,0.5,0.25,
"('metal mario', 'sport bike', 'standard', 'Clouds*')",-0.5,0.5,0.25,N
"('metal mario', 'sport bike', 'standard', 'Peach Parasol*')",-0.5,0.5,0.25,N
"('metal mario', 'sport bike', 'button', 'Super Glider*')",-0.5,0.5,0.25,N
"('metal mario', 'sport bike', 'button', 'Wario*')",-0.5,0.5,0.25,N
"('metal mario', 'sneeker', 'standard', 'Clouds*')",-0.5,0.5,0.25,N
"('metal mario', 'sneeker', 'standard', 'Peach Parasol*')",-0.5,0.5,0.25,N
"('metal mario', 'sneeker', 'button', 'Super Glider*')",-0.5,0.5,0.25,N
"('metal mario', 'sneeker', 'button', 'Wario*')",-0.5,0.5,0.25,N
"('metal mario', 'comet', 'Slick', 'Clouds*')",-0.5,0.5,0.25,N
"('metal mario', 'comet', 'Slick', 'Peach Parasol*')",-0.5,0.5,0.25,N
"('metal mario', 'W25 silver arrow', 'Slick', 'Clouds*')",-0.5,0.5,0.25,N
"('metal mario', 'W25 silver arrow', 'Slick', 'Peach Parasol*')",-0.5,0.5,0.25,N
"('metal mario', 'landship', 'Slick', 'Super Glider*')",-0.5,0.5,0.25,N
"('metal mario', 'landship', 'Slick', 'Wario*')",-0.5,0.5,0.25,N
"('waluigi', 'pipe frame', 'Metal', 'Clouds*')",-0.5,0.5,0.25,N
"('waluigi', 'pipe frame', 'Metal', 'Peach Parasol*')",-0.5,0.5,0.25,N
"('waluigi', 'biddybuggy', 'Metal', 'Super Glider*')",-0.5,0.5,0.25,N
"('waluigi', 'biddybuggy', 'Metal', 'Wario*')",-0.5,0.5,0.25,N
"('luigi', 'circuit soecial', 'standard', 'Clouds*')",-0.25,0.5,0.25,N
"('luigi', 'circuit soecial', 'standard', 'Peach Parasol*')",-0.25,0.5,0.25,N
"('peach', 'circuit soecial', 'standard', 'Super Glider*')",-0.25,0.5,0.25,N
"('peach', 'circuit soecial', 'standard', 'Wario*')",-0.25,0.5,0.25,N
"('toonooki mar', 'circuit soecial', 'standard', 'Super Glider*')",-0.25,0.5,0.25,N
"('toonooki mar', 'circuit soecial', 'standard', 'Wario*')",-0.25,0.5,0.25,N
"('luigi', 'circuit soecial', 'button', 'Super Glider*')",-0.25,0.5,0.25,N
"('luigi', 'circuit soecial', 'button', 'Wario*')",-0.25,0.5,0.25,N
"('luigi', 'sport bike', 'off road', 'Clouds*')",-0.25,0.5,0.25,N
"('luigi', 'sport bike', 'off road', 'Peach Parasol*')",-0.25,0.5,0.25,N
"('peach', 'sport bike', 'off road', 'Super Glider*')",-0.25,0.5,0.25,N
"('peach', 'sport bike', 'off road', 'Wario*')",-0.25,0.5,0.25,N
"('toonooki mar', 'sport bike', 'off road', 'Super Glider*')",-0.25,0.5,0.25,N
"('toonooki mar', 'sport bike', 'off road', 'Wario*')",-0.25,0.5,0.25,N
"('rosalina', 'sport bike', 'standard', 'Clouds*')",-0.25,0.5,0.25,N
"('rosalina', 'sport bike', 'standard', 'Peach Parasol*')",-0.25,0.5,0.25,N
"('rosalina', 'sport bike', 'button', 'Super Glider*')",-0.25,0.5,0.25,N
"('rosalina', 'sport bike', 'button', 'Wario*')",-0.25,0.5,0.25,N
"('luigi', 'sneeker', 'off road', 'Clouds*')",-0.25,0.5,0.25,N
"('luigi', 'sneeker', 'off road', 'Peach Parasol*')",-0.25,0.5,0.25,N
"('peach', 'sneeker', 'off road', 'Super Glider*')",-0.25,0.5,0.25,N
"('peach', 'sneeker', 'off road', 'Wario*')",-0.25,0.5,0.25,N
"('toonooki mar', 'sneeker', 'off road', 'Super Glider*')",-0.25,0.5,0.25,N
